# New set of DARK+FLAT+SCIENCE exps for readnoise calib after b4, b5 video board upgrade on 2026-01-22

# NIGHT EXPID
20260123 333234
20260123 333235
20260123 333237
20260123 333238
20260123 333239
20260123 333240
20260123 333241
20260123 333242
20260123 333243
20260123 333244
20260123 333245
20260123 333246
20260123 333247
20260123 333248
20260123 333249
20260123 333250
20260123 333251
20260123 333252
20260123 333253
20260123 333254
