# New set of ZEROs for readnoise calib after CCD timing update 20211005

# NIGHT EXPID
20211005 103072
20211005 103071
20211005 103070
20211005 103069
20211005 103068
20211005 103067
20211005 103066
20211005 103065
20211005 103064
20211005 103063
20211005 103062
20211005 103061
20211005 103060
20211005 103059
20211005 103058
20211005 103057
20211005 103056
20211005 103055
20211005 103054
20211005 103053
20211005 103052
20211005 103051
20211005 103050
20211005 103049
20211005 103048
