# New set of ZERO exps for readnoise calib thru 2023-10-05

# NIGHT EXPID

20230920 196955
20230920 196956
20230920 196957
20230920 196958
20230920 196959
20230920 196954
20230920 196960
20230920 196961
20230920 196962
20230920 196963

20230930 198710
20230930 198711
20230930 198712
20230930 198713
20230930 198714
20230930 198715
20230930 198716
20230930 198717
20230930 198718
20230930 198719






