# New set of ZERO exps for readnoise calib thru 2022-11-11

# NIGHT EXPID
20221110 152748
20221110 152754
20221110 152760
20221110 152768
20221110 152772
20221110 152885
20221110 152890
20221110 152894

20221111 152900
20221111 152905
20221111 152910
20221111 152915
20221111 152920
20221111 152924
20221111 153020
20221111 153024
20221111 153029
