# New set of ZEROs for readnoise calib after CCD timing update 20210128

# NIGHT EXPID
20210201 74036
20210201 74037
20210201 74038
20210201 74039
20210201 74040

20210202 74210
20210202 74211
20210202 74212
20210202 74213
20210202 74214

20210203 74354
20210203 74355
20210203 74356
20210203 74357
20210203 74358

20210204 74550
20210204 74551
20210204 74552
20210204 74553
20210204 74554

20210205 74699
20210205 74700
20210205 74700
20210205 74701
20210205 74702
20210205 74703
