# New set of DARK+FLAT+SCIENCE exps for readnoise calib thru 2023-10-05

# NIGHT EXPID
20232009 179050
20232009 179051
20232009 179052
20232009 179053
20232009 179006
20232009 179007
20232009 179012
20232009 179013
20232009 179072
20232009 179073


20233009 198763
20233009 198764
20233009 198765
20233009 198768
20233009 198793
20233009 198792
20233009 198791
20233009 198790
20233009 198844
20233009 198843
