# New set of ZERO exps for readnoise calib thru 2021-12-07

# NIGHT EXPID
20220107 117115
20220107 117116
20220107 117117
20220107 117118
20220107 117119
20220107 117120
20220107 117121
20220107 117122
20220107 117123
20220107 117124
20220107 117125
20220107 117126
20220107 117127
20220107 117128
20220107 117129
20220107 117130
