# New set of DARK+FLAT+SCIENCE exps for readnoise calib thru 2022-03-21

# NIGHT EXPID
20230920 197050
20230920 197051
20230920 197052
20230920 197053
20230920 197006
20230920 197007
20230920 197012
20230920 197013
20230920 197072
20230920 197073


20230930 198763
20230930 198764
20230930 198765
20230930 198768
20230930 198793
20230930 198792
20230930 198791
20230930 198790
20230930 198844
20230930 198843
