# New set of DARK+FLAT+SCIENCE exps for readnoise calib after
# DESI restart, 2021/09/16

# NIGHT EXPID
20211005 103112
20211005 103111
20211005 103110
20211005 103107
20211005 103106
20211005 103105
20211005 103102
20211005 103101
20211005 103100
20211005 103097
20211005 103096
20211005 103095
20211005 103090
20211005 103089
20211005 103088
20211005 103087
20211005 103086
20211005 103083
20211005 103082
20211005 103081
20211005 103080
20211005 103079
20211005 103074
