# New set of DARK+FLAT+SCIENCE exps for readnoise calib thru 2021-10-28

# NIGHT EXPID
20211025 106034
20211025 106038
20211025 106039
20211025 106040
20211025 106041

20211025 106114
20211025 106117
20211025 106119
20211025 106120

20211026 106155
20211026 106201
20211026 106210
20211026 106230
20211026 106242

20211027 106275
20211027 106321
20211027 106335
20211027 106342
20211027 106350

20211028 106389
20211028 106412
20211028 106422
20211028 106437
20211028 106450
20211028 106463

